"TIPO_REG","U_DPTO","U_MPIO","UA_CLASE","COD_ENCUESTAS","U_VIVIENDA","H_NROHOG","H_NRO_CUARTOS","H_NRO_DORMIT","H_DONDE_PREPALIM","H_AGUA_COCIN","HA_NRO_FALL","HA_TOT_PER"
2,"05","001",1,4149931,6,1,3,1,1,1,NA,1
2,"05","001",1,4149949,3,1,4,3,1,1,NA,3
2,"05","001",1,4149978,2,1,4,3,1,1,NA,3
2,"05","001",1,4150008,2,1,3,2,1,1,NA,6
2,"05","001",1,4150067,6,1,4,3,1,1,NA,4
2,"05","001",1,4150107,4,1,3,2,1,1,NA,3
2,"05","001",1,4150136,3,1,3,1,1,1,NA,1
2,"05","001",1,4150152,1,1,4,3,1,1,NA,4
2,"05","001",1,4150186,4,1,4,3,1,1,NA,4
2,"05","001",1,4150222,4,1,4,3,1,1,NA,4
2,"05","001",1,4150268,9,1,3,2,1,1,NA,2
2,"05","001",1,4150285,4,1,4,3,1,1,NA,4
2,"05","001",1,4150305,1,1,4,3,1,1,NA,3
2,"05","001",1,4150327,2,1,4,3,1,1,NA,5
2,"05","001",1,4152820,48,1,4,3,1,1,NA,3
2,"05","001",1,4152830,35,1,4,3,1,1,NA,4
2,"05","001",1,4152849,93,1,4,1,1,99,NA,3
2,"05","001",1,4152855,90,1,3,2,1,1,NA,2
2,"05","001",1,4152860,89,1,3,2,3,1,NA,2
2,"05","001",1,4152865,84,1,4,2,1,1,NA,2
2,"05","001",1,4152874,82,1,3,1,1,1,NA,2
2,"05","001",1,4152899,4,1,4,3,1,1,NA,4
2,"05","001",1,4152907,48,1,3,1,1,1,NA,1
2,"05","001",1,4152911,37,1,4,1,1,1,NA,2
2,"05","001",1,4152921,7,1,3,1,1,1,NA,2
2,"05","001",1,4152950,81,1,3,2,1,1,NA,3
2,"05","001",1,4152957,80,1,4,4,1,1,NA,2
2,"05","001",1,4152974,71,1,4,2,1,1,NA,2
2,"05","001",1,4152984,70,1,4,3,1,1,NA,4
2,"05","001",1,4152998,73,1,3,2,1,1,NA,3
2,"05","001",1,4153002,72,1,3,1,1,1,NA,2
